"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2015","Finland","Extra-EU-28","Total","Total","Rejected","Person","1,280",""
"2015","Finland","Total","Total","Total","Total","Person","2,960",""
"2015","Finland","Total","Total","Total","Total positive decisions","Person","1,680",""
"2015","Finland","Total","Total","Total","Rejected","Person","1,280",""
"2015","Sweden","Extra-EU-28","Total","Total","Total","Person","44,590",""
"2015","Sweden","Extra-EU-28","Total","Total","Total positive decisions","Person","32,215",""
"2015","Sweden","Extra-EU-28","Total","Total","Rejected","Person","12,375",""
"2015","Sweden","Total","Total","Total","Total","Person","44,695",""
"2015","Sweden","Total","Total","Total","Total positive decisions","Person","32,215",""
"2015","Sweden","Total","Total","Total","Rejected","Person","12,480",""
"2015","United Kingdom","Extra-EU-28","Total","Total","Total","Person","38,070",""
"2015","United Kingdom","Extra-EU-28","Total","Total","Total positive decisions","Person","13,950",""
"2015","United Kingdom","Extra-EU-28","Total","Total","Rejected","Person","24,115",""
"2015","United Kingdom","Total","Total","Total","Total","Person","38,265",""
"2015","United Kingdom","Total","Total","Total","Total positive decisions","Person","13,955",""
"2015","United Kingdom","Total","Total","Total","Rejected","Person","24,310",""
"2015","Iceland","Extra-EU-28","Total","Total","Total","Person","180",""
"2015","Iceland","Extra-EU-28","Total","Total","Total positive decisions","Person","50",""
"2015","Iceland","Extra-EU-28","Total","Total","Rejected","Person","130",""
"2015","Iceland","Total","Total","Total","Total","Person","180",""
"2015","Iceland","Total","Total","Total","Total positive decisions","Person","50",""
"2015","Iceland","Total","Total","Total","Rejected","Person","130",""
"2015","Liechtenstein","Extra-EU-28","Total","Total","Total","Person","30",""
"2015","Liechtenstein","Extra-EU-28","Total","Total","Total positive decisions","Person","5",""
"2015","Liechtenstein","Extra-EU-28","Total","Total","Rejected","Person","25",""
"2015","Liechtenstein","Total","Total","Total","Total","Person","30",""
"2015","Liechtenstein","Total","Total","Total","Total positive decisions","Person","5",""
"2015","Liechtenstein","Total","Total","Total","Rejected","Person","30",""
"2015","Norway","Extra-EU-28","Total","Total","Total","Person","9,475",""
"2015","Norway","Extra-EU-28","Total","Total","Total positive decisions","Person","6,250",""
"2015","Norway","Extra-EU-28","Total","Total","Rejected","Person","3,225",""
"2015","Norway","Total","Total","Total","Total","Person","9,515",""
"2015","Norway","Total","Total","Total","Total positive decisions","Person","6,250",""
"2015","Norway","Total","Total","Total","Rejected","Person","3,260",""
"2015","Switzerland","Extra-EU-28","Total","Total","Total","Person","21,840",""
"2015","Switzerland","Extra-EU-28","Total","Total","Total positive decisions","Person","14,000",""
"2015","Switzerland","Extra-EU-28","Total","Total","Rejected","Person","7,840",""
"2015","Switzerland","Total","Total","Total","Total","Person","21,860",""
"2015","Switzerland","Total","Total","Total","Total positive decisions","Person","14,000",""
"2015","Switzerland","Total","Total","Total","Rejected","Person","7,860",""
"2015","Total","Extra-EU-28","Total","Total","Total","Person","624,200",""
"2015","Total","Extra-EU-28","Total","Total","Total positive decisions","Person","327,815",""
"2015","Total","Extra-EU-28","Total","Total","Rejected","Person","296,385",""
"2015","Total","Total","Total","Total","Total","Person","624,730",""
"2015","Total","Total","Total","Total","Total positive decisions","Person","327,825",""
"2015","Total","Total","Total","Total","Rejected","Person","296,905",""
"2016","European Union (28 countries)","Extra-EU-28","Total","Total","Total","Person","1,106,175",""
"2016","European Union (28 countries)","Extra-EU-28","Total","Total","Total positive decisions","Person","672,655",""
"2016","European Union (28 countries)","Extra-EU-28","Total","Total","Rejected","Person","433,520",""
"2016","European Union (28 countries)","Total","Total","Total","Total","Person","1,106,540",""
"2016","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","672,665",""
"2016","European Union (28 countries)","Total","Total","Total","Rejected","Person","433,875",""
"2016","Belgium","Extra-EU-28","Total","Total","Total","Person","24,960",""
"2016","Belgium","Extra-EU-28","Total","Total","Total positive decisions","Person","15,045",""
"2016","Belgium","Extra-EU-28","Total","Total","Rejected","Person","9,915",""
"2016","Belgium","Total","Total","Total","Total","Person","25,010",""
"2016","Belgium","Total","Total","Total","Total positive decisions","Person","15,050",""
"2016","Belgium","Total","Total","Total","Rejected","Person","9,960",""
"2016","Bulgaria","Extra-EU-28","Total","Total","Total","Person","3,045",""
"2016","Bulgaria","Extra-EU-28","Total","Total","Total positive decisions","Person","1,350",""
"2016","Bulgaria","Extra-EU-28","Total","Total","Rejected","Person","1,700",""
"2016","Bulgaria","Total","Total","Total","Total","Person","3,045",""
"2016","Bulgaria","Total","Total","Total","Total positive decisions","Person","1,350",""
"2016","Bulgaria","Total","Total","Total","Rejected","Person","1,700",""
"2016","Czech Republic","Extra-EU-28","Total","Total","Total","Person","1,300",""
"2016","Czech Republic","Extra-EU-28","Total","Total","Total positive decisions","Person","435",""
"2016","Czech Republic","Extra-EU-28","Total","Total","Rejected","Person","860",""
"2016","Czech Republic","Total","Total","Total","Total","Person","1,305",""
"2016","Czech Republic","Total","Total","Total","Total positive decisions","Person","435",""
"2016","Czech Republic","Total","Total","Total","Rejected","Person","870",""
"2016","Denmark","Extra-EU-28","Total","Total","Total","Person","10,410",""
"2016","Denmark","Extra-EU-28","Total","Total","Total positive decisions","Person","7,125",""
"2016","Denmark","Extra-EU-28","Total","Total","Rejected","Person","3,285",""
"2016","Denmark","Total","Total","Total","Total","Person","10,430",""
"2016","Denmark","Total","Total","Total","Total positive decisions","Person","7,125",""
"2016","Denmark","Total","Total","Total","Rejected","Person","3,305",""
"2016","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total","Person","631,085",""
"2016","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total positive decisions","Person","433,905",""
"2016","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Rejected","Person","197,180",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","631,180",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","433,910",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","197,270",""
"2016","Estonia","Extra-EU-28","Total","Total","Total","Person","190",""
"2016","Estonia","Extra-EU-28","Total","Total","Total positive decisions","Person","130",""
"2016","Estonia","Extra-EU-28","Total","Total","Rejected","Person","60",""
"2016","Estonia","Total","Total","Total","Total","Person","190",""
"2016","Estonia","Total","Total","Total","Total positive decisions","Person","130",""
"2016","Estonia","Total","Total","Total","Rejected","Person","60",""
"2016","Ireland","Extra-EU-28","Total","Total","Total","Person","2,130",""
"2016","Ireland","Extra-EU-28","Total","Total","Total positive decisions","Person","485",""
"2016","Ireland","Extra-EU-28","Total","Total","Rejected","Person","1,645",""
"2016","Ireland","Total","Total","Total","Total","Person","2,130",""
"2016","Ireland","Total","Total","Total","Total positive decisions","Person","485",""
"2016","Ireland","Total","Total","Total","Rejected","Person","1,645",""
"2016","Greece","Extra-EU-28","Total","Total","Total","Person","11,455",""
"2016","Greece","Extra-EU-28","Total","Total","Total positive decisions","Person","2,715",""
"2016","Greece","Extra-EU-28","Total","Total","Rejected","Person","8,740",""
"2016","Greece","Total","Total","Total","Total","Person","11,455",""
"2016","Greece","Total","Total","Total","Total positive decisions","Person","2,715",""
"2016","Greece","Total","Total","Total","Rejected","Person","8,740",""
"2016","Spain","Extra-EU-28","Total","Total","Total","Person","10,250",""
"2016","Spain","Extra-EU-28","Total","Total","Total positive decisions","Person","6,855",""
"2016","Spain","Extra-EU-28","Total","Total","Rejected","Person","3,395",""
"2016","Spain","Total","Total","Total","Total","Person","10,255",""
"2016","Spain","Total","Total","Total","Total positive decisions","Person","6,855",""
"2016","Spain","Total","Total","Total","Rejected","Person","3,395",""
"2016","France","Extra-EU-28","Total","Total","Total","Person","87,485",""
"2016","France","Extra-EU-28","Total","Total","Total positive decisions","Person","28,755",""
"2016","France","Extra-EU-28","Total","Total","Rejected","Person","58,730",""
"2016","France","Total","Total","Total","Total","Person","87,485",""
"2016","France","Total","Total","Total","Total positive decisions","Person","28,755",""
"2016","France","Total","Total","Total","Rejected","Person","58,730",""
"2016","Croatia","Extra-EU-28","Total","Total","Total","Person","285",""
"2016","Croatia","Extra-EU-28","Total","Total","Total positive decisions","Person","100",""
"2016","Croatia","Extra-EU-28","Total","Total","Rejected","Person","185",""
"2016","Croatia","Total","Total","Total","Total","Person","285",""
"2016","Croatia","Total","Total","Total","Total positive decisions","Person","100",""
"2016","Croatia","Total","Total","Total","Rejected","Person","185",""
"2016","Italy","Extra-EU-28","Total","Total","Total","Person","89,875",""
"2016","Italy","Extra-EU-28","Total","Total","Total positive decisions","Person","35,405",""
"2016","Italy","Extra-EU-28","Total","Total","Rejected","Person","54,470",""
"2016","Italy","Total","Total","Total","Total","Person","89,875",""
"2016","Italy","Total","Total","Total","Total positive decisions","Person","35,405",""
"2016","Italy","Total","Total","Total","Rejected","Person","54,470",""
"2016","Cyprus","Extra-EU-28","Total","Total","Total","Person","1,975",""
"2016","Cyprus","Extra-EU-28","Total","Total","Total positive decisions","Person","1,300",""
"2016","Cyprus","Extra-EU-28","Total","Total","Rejected","Person","675",""
"2016","Cyprus","Total","Total","Total","Total","Person","1,975",""
"2016","Cyprus","Total","Total","Total","Total positive decisions","Person","1,300",""
"2016","Cyprus","Total","Total","Total","Rejected","Person","675",""
"2016","Latvia","Extra-EU-28","Total","Total","Total","Person","260",""
"2016","Latvia","Extra-EU-28","Total","Total","Total positive decisions","Person","135",""
"2016","Latvia","Extra-EU-28","Total","Total","Rejected","Person","125",""
"2016","Latvia","Total","Total","Total","Total","Person","260",""
"2016","Latvia","Total","Total","Total","Total positive decisions","Person","135",""
"2016","Latvia","Total","Total","Total","Rejected","Person","125",""
"2016","Lithuania","Extra-EU-28","Total","Total","Total","Person","280",""
"2016","Lithuania","Extra-EU-28","Total","Total","Total positive decisions","Person","195",""
"2016","Lithuania","Extra-EU-28","Total","Total","Rejected","Person","85",""
"2016","Lithuania","Total","Total","Total","Total","Person","280",""
"2016","Lithuania","Total","Total","Total","Total positive decisions","Person","195",""
"2016","Lithuania","Total","Total","Total","Rejected","Person","85",""
"2016","Luxembourg","Extra-EU-28","Total","Total","Total","Person","1,255",""
"2016","Luxembourg","Extra-EU-28","Total","Total","Total positive decisions","Person","765",""
"2016","Luxembourg","Extra-EU-28","Total","Total","Rejected","Person","485",""
"2016","Luxembourg","Total","Total","Total","Total","Person","1,255",""
"2016","Luxembourg","Total","Total","Total","Total positive decisions","Person","765",""
"2016","Luxembourg","Total","Total","Total","Rejected","Person","485",""
"2016","Hungary","Extra-EU-28","Total","Total","Total","Person","5,105",""
"2016","Hungary","Extra-EU-28","Total","Total","Total positive decisions","Person","430",""
"2016","Hungary","Extra-EU-28","Total","Total","Rejected","Person","4,675",""
"2016","Hungary","Total","Total","Total","Total","Person","5,105",""
"2016","Hungary","Total","Total","Total","Total positive decisions","Person","430",""
"2016","Hungary","Total","Total","Total","Rejected","Person","4,675",""
"2016","Malta","Extra-EU-28","Total","Total","Total","Person","1,435",""
"2016","Malta","Extra-EU-28","Total","Total","Total positive decisions","Person","1,190",""
"2016","Malta","Extra-EU-28","Total","Total","Rejected","Person","245",""
"2016","Malta","Total","Total","Total","Total","Person","1,435",""
"2016","Malta","Total","Total","Total","Total positive decisions","Person","1,190",""
"2016","Malta","Total","Total","Total","Rejected","Person","245",""
"2016","Netherlands","Extra-EU-28","Total","Total","Total","Person","28,875",""
"2016","Netherlands","Extra-EU-28","Total","Total","Total positive decisions","Person","20,810",""
"2016","Netherlands","Extra-EU-28","Total","Total","Rejected","Person","8,065",""
"2016","Netherlands","Total","Total","Total","Total","Person","28,875",""
"2016","Netherlands","Total","Total","Total","Total positive decisions","Person","20,810",""
"2016","Netherlands","Total","Total","Total","Rejected","Person","8,065",""
"2016","Austria","Extra-EU-28","Total","Total","Total","Person","42,415",""
"2016","Austria","Extra-EU-28","Total","Total","Total positive decisions","Person","30,370",""
"2016","Austria","Extra-EU-28","Total","Total","Rejected","Person","12,045",""
"2016","Austria","Total","Total","Total","Total","Person","42,415",""
"2016","Austria","Total","Total","Total","Total positive decisions","Person","30,370",""
"2016","Austria","Total","Total","Total","Rejected","Person","12,050",""
"2016","Poland","Extra-EU-28","Total","Total","Total","Person","2,495",""
"2016","Poland","Extra-EU-28","Total","Total","Total positive decisions","Person","305",""
"2016","Poland","Extra-EU-28","Total","Total","Rejected","Person","2,185",""
"2016","Poland","Total","Total","Total","Total","Person","2,495",""
"2016","Poland","Total","Total","Total","Total positive decisions","Person","305",""
"2016","Poland","Total","Total","Total","Rejected","Person","2,185",""
"2016","Portugal","Extra-EU-28","Total","Total","Total","Person","590",""
"2016","Portugal","Extra-EU-28","Total","Total","Total positive decisions","Person","320",""
"2016","Portugal","Extra-EU-28","Total","Total","Rejected","Person","270",""
"2016","Portugal","Total","Total","Total","Total","Person","595",""
"2016","Portugal","Total","Total","Total","Total positive decisions","Person","320",""
"2016","Portugal","Total","Total","Total","Rejected","Person","275",""
"2016","Romania","Extra-EU-28","Total","Total","Total","Person","1,295",""
"2016","Romania","Extra-EU-28","Total","Total","Total positive decisions","Person","805",""
"2016","Romania","Extra-EU-28","Total","Total","Rejected","Person","490",""
"2016","Romania","Total","Total","Total","Total","Person","1,295",""
"2016","Romania","Total","Total","Total","Total positive decisions","Person","805",""
"2016","Romania","Total","Total","Total","Rejected","Person","490",""
"2016","Slovenia","Extra-EU-28","Total","Total","Total","Person","265",""
"2016","Slovenia","Extra-EU-28","Total","Total","Total positive decisions","Person","170",""
"2016","Slovenia","Extra-EU-28","Total","Total","Rejected","Person","95",""
"2016","Slovenia","Total","Total","Total","Total","Person","265",""
"2016","Slovenia","Total","Total","Total","Total positive decisions","Person","170",""
"2016","Slovenia","Total","Total","Total","Rejected","Person","95",""
"2016","Slovakia","Extra-EU-28","Total","Total","Total","Person","250",""
"2016","Slovakia","Extra-EU-28","Total","Total","Total positive decisions","Person","210",""
"2016","Slovakia","Extra-EU-28","Total","Total","Rejected","Person","45",""
"2016","Slovakia","Total","Total","Total","Total","Person","250",""
"2016","Slovakia","Total","Total","Total","Total positive decisions","Person","210",""
"2016","Slovakia","Total","Total","Total","Rejected","Person","45",""
"2016","Finland","Extra-EU-28","Total","Total","Total","Person","20,750",""
"2016","Finland","Extra-EU-28","Total","Total","Total positive decisions","Person","7,070",""
"2016","Finland","Extra-EU-28","Total","Total","Rejected","Person","13,685",""
"2016","Finland","Total","Total","Total","Total","Person","20,765",""
"2016","Finland","Total","Total","Total","Total positive decisions","Person","7,070",""
"2016","Finland","Total","Total","Total","Rejected","Person","13,695",""
"2016","Sweden","Extra-EU-28","Total","Total","Total","Person","95,540",""
"2016","Sweden","Extra-EU-28","Total","Total","Total positive decisions","Person","66,340",""
"2016","Sweden","Extra-EU-28","Total","Total","Rejected","Person","29,195",""
"2016","Sweden","Total","Total","Total","Total","Person","95,605",""
"2016","Sweden","Total","Total","Total","Total positive decisions","Person","66,345",""
"2016","Sweden","Total","Total","Total","Rejected","Person","29,265",""
"2016","United Kingdom","Extra-EU-28","Total","Total","Total","Person","30,915",""
"2016","United Kingdom","Extra-EU-28","Total","Total","Total positive decisions","Person","9,935",""
"2016","United Kingdom","Extra-EU-28","Total","Total","Rejected","Person","20,980",""
"2016","United Kingdom","Total","Total","Total","Total","Person","31,020",""
"2016","United Kingdom","Total","Total","Total","Total positive decisions","Person","9,935",""
"2016","United Kingdom","Total","Total","Total","Rejected","Person","21,085",""
"2016","Iceland","Extra-EU-28","Total","Total","Total","Person","540",""
"2016","Iceland","Extra-EU-28","Total","Total","Total positive decisions","Person","95",""
"2016","Iceland","Extra-EU-28","Total","Total","Rejected","Person","445",""
"2016","Iceland","Total","Total","Total","Total","Person","540",""
"2016","Iceland","Total","Total","Total","Total positive decisions","Person","95",""
"2016","Iceland","Total","Total","Total","Rejected","Person","445",""
"2016","Liechtenstein","Extra-EU-28","Total","Total","Total","Person","75",""
"2016","Liechtenstein","Extra-EU-28","Total","Total","Total positive decisions","Person","40",""
"2016","Liechtenstein","Extra-EU-28","Total","Total","Rejected","Person","35",""
"2016","Liechtenstein","Total","Total","Total","Total","Person","80",""
"2016","Liechtenstein","Total","Total","Total","Total positive decisions","Person","40",""
"2016","Liechtenstein","Total","Total","Total","Rejected","Person","35",""
"2016","Norway","Extra-EU-28","Total","Total","Total","Person","19,310",""
"2016","Norway","Extra-EU-28","Total","Total","Total positive decisions","Person","12,775",""
"2016","Norway","Extra-EU-28","Total","Total","Rejected","Person","6,535",""
"2016","Norway","Total","Total","Total","Total","Person","19,345",""
"2016","Norway","Total","Total","Total","Total positive decisions","Person","12,780",""
"2016","Norway","Total","Total","Total","Rejected","Person","6,570",""
"2016","Switzerland","Extra-EU-28","Total","Total","Total","Person","22,580",""
"2016","Switzerland","Extra-EU-28","Total","Total","Total positive decisions","Person","13,185",""
"2016","Switzerland","Extra-EU-28","Total","Total","Rejected","Person","9,395",""
"2016","Switzerland","Total","Total","Total","Total","Person","22,605",""
"2016","Switzerland","Total","Total","Total","Total positive decisions","Person","13,190",""
"2016","Switzerland","Total","Total","Total","Rejected","Person","9,420",""
"2016","Total","Extra-EU-28","Total","Total","Total","Person","1,148,680",""
"2016","Total","Extra-EU-28","Total","Total","Total positive decisions","Person","698,760",""
"2016","Total","Extra-EU-28","Total","Total","Rejected","Person","449,920",""
"2016","Total","Total","Total","Total","Total","Person","1,149,110",""
"2016","Total","Total","Total","Total","Total positive decisions","Person","698,770",""
"2016","Total","Total","Total","Total","Rejected","Person","450,340",""
